id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
11332,F,1.375,1.1,0.375,26.32251075,8.51902475,5.25883225,8.50485,17.0
11333,F,1.625,1.2125,0.4375,38.96638775,18.24290325,7.64019025,11.3398,13.0
11334,F,1.1875,0.8875,0.35,12.927372,4.762716,2.438057,4.762716,12.0
11335,F,1.6625,1.3,0.4375,49.68249875,19.391058,8.901743,14.628342,12.0
11336,F,1.4125,1.05,0.35,23.51591025,11.453198,4.89028875,5.8116475,7.0
11337,M,1.2625,0.975,0.2875,20.0997955,9.6671795,4.66349275,5.2446575,8.0
11338,F,1.5375,1.175,0.4125,31.9498865,13.380964,7.3425205,8.9300925,13.0
11339,M,1.1,0.8375,0.25,12.43125575,5.386405,1.91359125,3.685435,8.0
11340,M,1.0125,0.75,0.225,9.79475225,4.9611625,2.608154,2.83495,9.0
11341,I,0.675,0.5125,0.1875,2.84912475,1.34660125,0.52446575,0.9922325,7.0
11342,F,1.4625,1.125,0.4625,26.421734,10.95708175,6.16601625,10.56018875,16.0
11343,M,1.3,1.025,0.3375,17.95940825,7.6827145,4.23825025,5.10291,9.0
11344,I,1.025,0.775,0.2625,9.45455825,3.912231,2.5231055,2.83495,7.0
11345,F,1.65,1.325,0.5125,49.45570275,18.653971,8.6465975,17.7184375,17.0
11346,I,1.05,0.8125,0.2875,9.19941275,4.32329875,1.8994165,2.83495,7.0
11347,I,0.95,0.725,0.2375,7.44174375,3.7137845,1.65844575,2.26796,7.0
11348,M,1.2875,1.0,0.3625,22.0275615,9.2702865,4.52174525,6.6621325,8.0
11349,M,1.4625,1.1875,0.4125,29.07241225,11.453198,6.27941425,8.3631025,10.0
11350,F,1.6875,1.35,0.5,49.68249875,17.53416575,11.9351395,17.0097,17.0
11351,M,1.3125,1.0125,0.3125,19.03668925,8.1930055,4.5075705,5.386405,8.0
11352,M,1.45,1.175,0.3875,28.7180435,14.47241975,5.386405,6.1518415,10.0
11353,F,1.125,0.875,0.3125,13.60776,5.4147545,2.891649,4.6776675,12.0
11354,I,0.9375,0.675,0.2125,6.406987,3.458639,1.37495075,1.984465,7.0
11355,M,1.7,1.35,0.475,47.513762,19.6462035,9.3836845,13.60776,14.0
11356,M,1.4375,1.0875,0.3875,24.73493875,12.09106175,5.159609,6.520385,9.0
11357,F,1.3,0.9625,0.325,15.365429,6.2085405,3.33106625,4.819415,10.0
11358,I,1.025,0.775,0.25,7.95203475,3.6570855,1.7293195,2.4097075,7.0
11359,F,1.375,1.075,0.375,23.91280325,12.00601325,4.32329875,6.3219385,9.0
11360,F,1.3125,1.025,0.3625,17.30736975,5.273007,3.40194,6.6621325,10.0
11361,M,1.35,1.0375,0.3,18.71067,8.94426725,3.6003865,5.386405,8.0
11362,I,1.3375,1.0,0.3375,19.74542675,9.62465525,3.7137845,5.953395,11.0
11363,M,1.425,1.0875,0.375,25.27357925,10.70193625,5.96756975,6.9456275,10.0
11364,M,1.3375,1.1,0.3875,22.6796,8.94426725,6.67630725,6.80388,9.0
11365,F,1.5,1.175,0.35,31.79396425,13.53688625,5.96756975,8.221355,18.0
11366,M,1.375,1.0875,0.35,23.91280325,11.396499,4.9044635,6.3786375,11.0
11367,M,1.5625,1.2,0.4125,31.39707125,11.226402,6.13766675,10.19164525,12.0
11368,I,0.675,0.5,0.1625,2.608154,1.09145575,0.63786375,0.850485,5.0
11369,F,1.675,1.2625,0.4875,37.32211675,14.5432935,10.035723,10.20582,13.0
11370,I,1.3875,1.1125,0.35,22.92057075,9.87980075,4.9044635,6.80388,9.0
11371,M,1.8375,1.425,0.5375,53.6089045,26.80445225,12.47378,16.08834125,20.0
11372,F,1.125,0.8875,0.3125,12.48795475,5.06038575,2.96252275,3.96893,9.0
11373,I,1.2875,0.9875,0.3375,16.31513725,6.7188315,3.6003865,4.6776675,9.0
11374,I,0.8125,0.6,0.225,4.3941725,1.587572,1.03475675,1.0489315,6.0
11375,I,1.2125,0.975,0.325,15.86154525,6.8889285,3.27436725,4.252425,8.0
11376,M,1.7625,1.3625,0.4375,56.9541455,23.6151335,13.70698325,16.0174675,10.0
11377,F,1.4125,1.175,0.3875,29.937072,12.23280925,7.15824875,7.5126175,11.0
11378,M,1.8375,1.475,0.5,63.37530725,29.78114975,13.60776,14.17475,12.0
11379,M,1.5,1.1625,0.4,29.95124675,11.94931425,6.520385,8.6465975,11.0
11380,I,1.0625,0.825,0.275,10.07824725,3.912231,1.8994165,3.40194,8.0
11381,M,1.75,1.4,0.45,49.85259575,21.7440665,9.185238,13.60776,9.0
11382,M,1.4375,1.1625,0.4,31.18445,12.28950825,6.08096775,10.6310625,15.0
11383,I,0.925,0.7,0.225,6.577084,3.75630875,1.23320325,2.1262125,7.0
11384,I,0.925,0.6875,0.0,6.180191,3.04757125,1.77184375,1.984465,6.0
11385,I,0.7125,0.5,0.1625,4.09650275,1.82854275,0.86465975,1.13398,7.0
11386,I,1.2625,0.9375,0.2625,14.81261375,6.13766675,3.01922175,4.6776675,7.0
11387,I,0.6875,0.4875,0.175,3.64291075,1.28990225,0.94970825,0.72291225,5.0
11388,F,1.0375,0.85,0.325,10.319218,4.97533725,2.33883375,3.40194,8.0
11389,M,1.45,1.1125,0.4,27.1871705,11.396499,6.59125875,7.7961125,10.0
11390,M,1.4875,1.125,0.3875,27.839209,12.3887315,7.767763,8.6465975,11.0
11391,I,0.9625,0.75,0.25,9.412034,4.63514325,2.551455,2.4097075,7.0
11392,F,1.1625,0.975,0.3375,14.9968855,6.860579,2.84912475,4.12485225,12.0
11393,M,1.6375,1.3,0.475,41.8722115,19.674553,7.767763,11.90679,12.0
11394,I,1.3625,1.025,0.35,21.38969775,9.99319875,4.01145425,5.046211,10.0
11395,F,1.6125,1.25,0.4,38.90968875,16.4710595,8.34892775,10.07824725,10.0
11396,F,1.625,1.3125,0.4375,38.328524,16.96717575,7.98038425,12.3320325,10.0
11397,I,1.0375,0.8,0.225,8.15048125,3.231843,1.85689225,3.40194,8.0
11398,F,1.6125,1.2375,0.45,36.457457,16.20173925,8.391452,9.8372765,11.0
11399,I,1.1875,0.925,0.3125,12.94154675,6.4920355,2.50893075,4.3941725,9.0
11400,I,1.725,1.325,0.425,45.68521925,15.06775925,9.015141,19.1359125,15.0
11401,I,1.2125,0.9125,0.25,14.92601175,6.81805475,2.5231055,3.40194,7.0
11402,F,1.525,1.1875,0.425,29.69610125,12.417081,6.23689,7.767763,11.0
11403,I,1.2125,0.9375,0.3125,14.78426425,7.3992195,3.24601775,3.96893,8.0
11404,I,1.25,1.025,0.3125,16.31513725,7.10154975,3.33106625,5.5281525,8.0
11405,F,1.675,1.3,0.4625,35.62114675,14.0330025,8.80251975,10.53183925,11.0
11406,I,0.7,0.5,0.2,2.8632995,0.8788345,0.60951425,0.850485,5.0
11407,F,1.275,0.975,0.325,18.01610725,7.01650125,3.75630875,4.819415,10.0
11408,F,1.525,1.175,0.4375,36.1456125,16.45688475,7.41339425,8.50485,13.0
11409,I,1.175,0.8875,0.2625,13.8062065,5.556502,2.62232875,4.53592,8.0
11410,M,1.575,1.25,0.4375,37.74735925,13.60776,7.89533575,11.3398,16.0
11411,F,1.5,1.175,0.4,30.6458095,11.92096475,7.15824875,9.2135875,13.0
11412,M,1.3125,1.0125,0.3375,18.89494175,7.711064,4.89028875,5.10291,9.0
11413,I,0.9625,0.75,0.25,10.44679075,4.3941725,2.05533875,2.26796,7.0
11414,M,1.475,1.15,0.4,28.22192725,12.8990225,6.010094,7.37087,11.0
11415,M,1.7375,1.375,0.5375,53.070264,26.2232875,11.49572225,13.324265,15.0
11416,M,1.4625,1.1625,0.4,24.323871,10.6877615,4.4508715,7.087375,12.0
11417,F,1.1625,0.875,0.2875,12.94154675,5.499803,2.45223175,3.5436875,12.0
11418,I,1.1,0.8875,0.2875,12.51630425,5.1312595,2.50893075,3.96893,9.0
11419,F,1.6125,1.1875,0.4625,32.205032,13.73533275,6.90310325,9.19941275,10.0
11420,F,1.3,1.0625,0.3875,23.65765775,9.08601475,4.89028875,7.654365,10.0
11421,I,0.475,0.3625,0.1,1.13398,0.4252425,0.3118445,0.4252425,5.0
11422,F,1.25,0.9875,0.3125,19.8163005,9.128539,3.96893,5.2446575,9.0
11423,M,1.5,1.1625,0.3875,29.937072,13.93377925,6.25106475,8.788345,11.0
11424,M,1.5,1.175,0.375,32.10580875,10.70193625,5.726599,9.63883,18.0
11425,I,1.275,1.0,0.3125,16.40018575,7.087375,3.92640575,4.53592,8.0
11426,M,1.575,1.2125,0.4125,34.68561325,14.968536,8.40562675,7.12989925,9.0
11427,F,1.8,1.45,0.5125,59.1654065,27.1871705,13.62193475,14.64251675,11.0
11428,I,1.1125,0.8375,0.3125,13.60776,6.10931725,2.664853,3.685435,7.0
11429,M,1.375,1.0375,0.35,22.566202,10.47514025,5.68407475,6.0951425,9.0
11430,F,1.275,1.0625,0.325,21.70154225,8.561549,4.89028875,7.2291225,13.0
11431,I,1.1125,0.8875,0.275,12.74310025,5.443104,2.82077525,3.685435,8.0
11432,I,1.0,0.75,0.2375,8.9300925,3.40194,1.8994165,2.83495,7.0
11433,F,1.5875,1.2375,0.45,36.7693015,14.18892475,8.051258,12.0485375,18.0
11434,F,1.225,0.9625,0.3125,18.0019325,8.00873375,3.64291075,5.2446575,9.0
11435,M,1.5,1.175,0.3875,28.5479465,13.53688625,5.8683465,8.3631025,9.0
11436,M,0.5,0.3875,0.0,1.20485375,0.3118445,0.1984465,0.283495,4.0
11437,F,1.3625,1.075,0.325,22.396105,8.40562675,5.57067675,6.520385,10.0
11438,I,0.9375,0.6625,0.2,7.81028725,3.01922175,1.43164975,1.927766,7.0
11439,M,1.4125,1.075,0.4,26.138239,9.07184,5.17378375,8.0796075,17.0
11440,I,1.4375,1.1,0.375,22.80717275,10.4042665,4.86193925,6.123492,10.0
11441,F,1.6,1.25,0.4875,39.179009,18.01610725,9.51125725,10.489315,13.0
11442,F,1.325,1.0375,0.4375,26.18076325,7.5126175,4.72019175,8.3631025,20.0
11443,M,0.925,0.725,0.2875,7.2858215,2.90582375,1.6159215,2.4097075,11.0
11444,I,1.275,1.0,0.3375,18.370476,8.391452,3.95475525,5.839997,8.0
11445,M,1.7125,1.375,0.45,56.1603595,28.803092,10.10659675,12.6155275,13.0
11446,M,1.625,1.3125,0.45,47.400364,19.901349,9.05766525,12.3320325,11.0
11447,F,1.6125,1.2625,0.475,37.1094955,13.99047825,7.6827145,11.623295,15.0
11448,F,1.675,1.3,0.5375,49.5265765,17.44911725,8.3631025,19.4194075,15.0
11449,M,1.5625,1.2,0.4375,38.51279575,17.6617385,7.75358825,9.63883,10.0
11450,M,1.375,1.0625,0.4125,22.169309,10.6310625,4.60679375,6.520385,8.0
11451,I,1.175,0.8875,0.3125,14.81261375,6.520385,3.9972795,4.1106775,8.0
11452,I,0.65,0.475,0.15,2.16873675,1.020582,0.52446575,0.850485,5.0
11453,F,1.525,1.2125,0.425,30.94347925,12.23280925,6.917278,8.788345,15.0
11454,M,1.4125,1.1,0.3375,28.91649,13.99047825,5.20213325,7.7961125,11.0
11455,M,1.475,1.15,0.3875,27.28639375,12.40290625,4.77689075,7.93786,10.0
11456,I,0.7875,0.5875,0.2,3.64291075,1.60174675,0.793786,1.190679,7.0
11457,M,1.425,1.125,0.3875,26.365035,9.53960675,5.17378375,8.9300925,11.0
11458,F,1.55,1.2125,0.3875,30.91512975,13.891255,6.25106475,7.087375,10.0
11459,I,0.9875,0.775,0.25,8.8733935,3.9405805,1.77184375,2.4097075,6.0
11460,M,1.2875,0.9375,0.3125,16.25843825,6.81805475,3.33106625,4.819415,9.0
11461,F,1.625,1.3375,0.475,48.477645,15.3370795,11.963489,16.8679525,23.0
11462,I,0.4,0.2625,0.0875,0.41106775,0.1417475,0.09922325,0.1417475,4.0
11463,F,1.425,1.125,0.3625,22.6796,9.48290775,6.22271525,7.087375,9.0
11464,M,1.475,1.175,0.35,28.2644515,13.9196045,5.40057975,8.221355,9.0
11465,M,1.325,1.0375,0.35,19.43358225,8.15048125,4.89028875,5.10291,8.0
11466,I,1.125,0.825,0.2875,12.9557215,5.556502,2.551455,3.40194,8.0
11467,I,0.9375,0.6875,0.2375,7.144074,3.01922175,1.63009625,2.551455,6.0
11468,F,1.5375,1.1875,0.425,39.179009,18.83824275,8.20718025,9.07184,9.0
11469,I,1.0875,0.8375,0.275,11.38232425,5.71242425,1.8994165,2.83495,7.0
11470,M,1.6125,1.25,0.4125,32.2333815,14.21727425,7.52679225,8.7599955,8.0
11471,I,1.025,0.7625,0.3,9.02931575,4.40834725,1.99863975,2.6932025,7.0
11472,F,1.4625,1.15,0.375,28.81726675,12.927372,6.2085405,8.3631025,9.0
11473,F,1.4125,1.1,0.3625,23.51591025,10.13494625,4.819415,6.747181,10.0
11474,I,1.4375,1.125,0.375,27.20134525,13.05494475,6.81805475,6.23689,12.0
11475,I,1.0625,0.775,0.2375,10.02154825,4.8477645,2.22543575,2.6365035,7.0
11476,M,1.1625,0.8875,0.3,13.8062065,5.499803,2.8066005,3.9405805,9.0
11477,M,1.1,0.875,0.275,10.716111,3.52951275,2.551455,2.83495,10.0
11478,I,0.7875,0.575,0.15,3.64291075,1.34660125,0.793786,1.14815475,5.0
11479,M,1.4375,1.0625,0.3375,23.88445375,11.04213025,5.726599,5.2446575,9.0
11480,F,1.175,0.925,0.2875,12.5021295,4.20990075,2.42388225,5.386405,10.0
11481,M,1.5,1.1875,0.375,32.88542,14.8834875,7.10154975,8.221355,10.0
11482,M,1.2125,0.925,0.2875,13.2959155,5.443104,2.7499015,4.252425,11.0
11483,M,1.5875,1.2875,0.4625,37.874932,16.6411565,7.824462,9.4970825,11.0
11484,F,1.6625,1.2375,0.45,36.003865,17.4349425,8.3064035,9.7805775,9.0
11485,I,1.1375,0.875,0.25,12.2753335,5.953395,2.5231055,3.40194,7.0
11486,I,1.25,0.925,0.3125,14.69921575,6.2652395,4.2240755,3.96893,8.0
11487,I,1.4,1.1375,0.3375,25.86891875,13.437663,5.23048275,6.6621325,9.0
11488,M,1.6375,1.275,0.475,42.127357,17.973583,10.92873225,11.509897,13.0
11489,I,1.4875,1.1,0.375,27.8675585,13.8062065,5.6982495,7.654365,10.0
11490,F,1.4625,1.1375,0.425,31.411246,15.03940975,7.6827145,8.221355,10.0
11491,F,1.6125,1.3,0.425,36.230661,14.5999925,5.96756975,12.03436275,20.0
11492,I,0.85,0.6625,0.2125,5.10291,2.19708625,0.963883,1.5592225,6.0
11493,M,1.4625,1.125,0.3375,23.7285315,9.48290775,4.8477645,6.520385,8.0
11494,M,1.4625,1.175,0.4125,28.33532525,11.75086775,5.79747275,8.50485,12.0
11495,M,1.5625,1.225,0.4375,32.44600275,17.81766075,7.64019025,8.6465975,9.0
11496,I,0.6,0.5125,0.175,1.88524175,0.80796075,0.396893,0.623689,5.0
11497,I,0.5875,0.4375,0.1375,2.99087225,14.0330025,0.5386405,0.5386405,5.0
11498,I,0.6,0.4125,0.1,1.304077,0.510291,0.340194,0.4252425,4.0
11499,I,0.9,0.65,0.225,5.1312595,2.11203775,1.17650425,1.70097,6.0
11500,I,0.8375,0.65,0.1875,5.10291,2.211261,1.20485375,1.5592225,6.0
11501,I,1.075,0.8125,0.2875,9.8939755,4.3941725,2.83495,3.40194,9.0
11502,F,1.4125,1.15,0.3875,27.0737725,11.7650425,5.556502,9.7805775,18.0
11503,M,1.325,1.0875,0.325,21.4038725,9.73805325,4.3374735,6.9456275,8.0
11504,F,1.425,1.1625,0.375,25.741346,10.4609655,5.74077375,9.7805775,19.0
11505,F,1.6125,1.3125,0.4375,39.71628925,16.726205,8.731646,10.489315,15.0
11506,M,1.2625,0.9375,0.3,16.42853525,7.087375,3.8271825,4.7910655,8.0
11507,F,1.625,1.2875,0.4375,37.9032815,16.96717575,8.17883075,10.489315,10.0
11508,M,1.525,1.2125,0.4125,37.23706825,18.18620425,8.77417025,8.77417025,11.0
11509,M,1.5125,1.15,0.375,26.09571475,11.396499,6.3786375,7.654365,12.0
11510,M,1.5125,1.2125,0.3625,26.63435525,13.93377925,5.9250455,7.654365,9.0
11511,I,0.9,0.675,0.2125,5.06038575,2.1262125,1.63009625,1.5592225,7.0
11512,M,1.6625,1.3375,0.4875,42.297454,20.2698925,7.98038425,12.0485375,12.0
11513,M,1.7,1.3375,0.475,43.70075425,20.1564945,9.45455825,13.36678925,10.0
11514,M,1.5625,1.275,0.4,34.37376875,14.38737125,8.391452,9.07184,11.0
11515,M,1.6125,1.275,0.4125,42.354153,15.52135125,10.70193625,11.2547515,13.0
11516,M,1.15,0.8625,0.3375,12.47378,4.32329875,2.67902775,3.5436875,9.0
11517,I,1.45,1.125,0.35,22.75047375,9.87980075,5.2446575,6.23689,8.0
11518,I,1.2875,0.9625,0.325,15.74814725,7.9095105,3.6003865,3.3735905,8.0
11519,M,1.575,1.275,0.4375,35.380176,14.92601175,7.98038425,11.623295,13.0
11520,M,1.55,1.2125,0.4125,30.94347925,14.04717725,6.010094,8.788345,12.0
11521,M,1.4375,1.0625,0.325,23.51591025,11.4248485,4.706017,6.9456275,9.0
11522,I,0.95,0.7125,0.2375,7.93786,3.47281375,1.63009625,2.1262125,8.0
11523,M,1.6625,1.2625,0.425,35.13920525,15.46465225,7.83863675,10.0640725,10.0
11524,I,1.05,0.8125,0.3,11.32562525,5.62737575,2.4664065,2.9766975,7.0
11525,F,1.4375,1.125,0.35,28.91649,14.16057525,5.5281525,6.3219385,9.0
11526,M,1.625,1.275,0.4375,38.0733785,16.4710595,8.4765005,11.3398,12.0
11527,M,0.55,0.4,0.1375,1.54504775,0.58116475,0.340194,0.56699,7.0
11528,M,1.1125,0.825,0.3,12.94154675,5.5848515,2.5798045,3.40194,8.0
11529,M,1.1375,0.9125,0.3,14.5999925,6.6054335,3.01922175,4.6776675,9.0
11530,I,0.7875,0.625,0.225,5.31553125,2.211261,1.6726205,1.5592225,7.0
11531,M,1.475,1.1375,0.4375,29.596878,11.8784405,6.633783,8.0796075,9.0
11532,F,1.575,1.2,0.3875,35.0116325,15.46465225,8.12213175,8.2497045,10.0
11533,F,1.175,0.875,0.2875,16.1308655,7.24329725,3.75630875,4.1106775,9.0
11534,I,1.0125,0.775,0.275,9.25611175,4.63514325,2.2963095,2.5798045,7.0
11535,M,1.5,1.1875,0.4,33.29648775,11.8784405,7.484268,10.489315,18.0
11536,I,1.4375,1.125,0.3375,22.29688175,10.149121,4.32329875,7.37087,8.0
11537,I,1.425,1.125,0.3625,22.339406,9.31281075,4.52174525,7.5126175,10.0
11538,M,0.9875,0.75,0.2625,7.98038425,3.18931875,1.48834875,2.551455,7.0
11539,I,1.1375,0.9125,0.3,13.8062065,5.0178615,2.4664065,3.61456125,8.0
11540,F,1.4125,1.1375,0.375,30.43318825,12.6155275,7.52679225,7.5126175,11.0
11541,I,1.375,1.05,0.375,25.287754,12.417081,4.60679375,6.23689,9.0
11542,I,1.175,0.875,0.3,13.437663,5.82582225,3.98310475,3.98310475,8.0
11543,I,1.175,0.8875,0.3125,13.53688625,5.96756975,2.2963095,3.8271825,8.0
11544,F,1.2625,0.9625,0.325,14.69921575,5.953395,3.1467945,4.6776675,10.0
11545,M,1.45,1.125,0.3875,24.6357155,10.24834425,4.63514325,6.9456275,12.0
11546,F,1.9375,1.575,0.525,56.1603595,23.11901725,11.15552825,18.66814575,11.0
11547,M,1.4,1.1,0.4125,24.39474475,11.35397475,4.5075705,7.087375,9.0
11548,M,1.3375,1.0875,0.3625,20.70930975,9.45455825,4.49339575,6.23689,9.0
11549,F,1.3625,1.0875,0.3125,23.94115275,9.87980075,3.61456125,6.23689,18.0
11550,M,1.3625,1.125,0.3625,22.41027975,10.149121,4.49339575,6.3786375,9.0
11551,F,1.2625,0.975,0.3,18.597272,8.50485,4.01145425,4.23825025,8.0
11552,F,1.4375,1.15,0.375,24.62154075,11.94931425,5.40057975,6.747181,9.0
11553,F,1.625,1.275,0.4375,36.457457,14.4298955,6.747181,12.3320325,12.0
11554,I,1.2625,0.975,0.3125,16.51358375,7.0590255,3.67126025,4.819415,8.0
11555,M,1.3375,1.1625,0.3875,28.98736375,13.13999325,6.87475375,7.5126175,9.0
11556,I,1.45,1.175,0.35,27.385617,13.0124205,5.71242425,7.2291225,9.0
11557,F,1.8,1.4125,0.5125,51.2275465,23.00561925,11.38232425,11.90679,10.0
11558,I,1.025,0.8125,0.25,9.68135425,4.0539785,2.097863,2.83495,7.0
11559,F,1.75,1.375,0.4125,49.0871593,21.02115425,10.7444605,13.891255,12.0
11560,M,1.4625,1.1375,0.3625,26.138239,9.979024,6.2652395,8.0796075,10.0
11561,I,0.9375,0.625,0.25,7.1724235,3.2601925,1.7293195,2.1262125,7.0
11562,M,1.6125,1.25,0.45,32.98464325,12.94154675,6.747181,10.0640725,11.0
11563,F,1.65,1.325,0.4375,38.215126,15.478827,7.47009325,11.90679,14.0
11564,M,1.4375,1.1875,0.4625,24.84833675,8.94426725,5.08873525,8.0796075,16.0
11565,I,0.9,0.675,0.2,5.556502,2.211261,1.65844575,1.71514475,6.0
11566,M,1.7625,1.325,0.4375,43.1762885,19.6462035,10.90038275,10.489315,11.0
11567,F,1.625,1.2625,0.45,39.70347475,14.04717725,7.3425205,12.190285,13.0
11568,M,1.5875,1.1875,0.4375,30.83008125,12.51630425,6.39281225,9.2135875,15.0
11569,I,0.925,0.6875,0.225,6.87475375,3.118445,0.963883,1.70097,6.0
11570,M,1.6625,1.2875,0.4375,50.56133325,23.530085,10.262519,12.757275,11.0
11571,F,1.375,1.0125,0.3875,24.6357155,10.0073735,4.72019175,8.3631025,14.0
11572,M,1.3125,1.0,0.3125,18.24290325,8.00873375,3.92640575,4.819415,8.0
11573,I,1.1,0.8125,0.3,10.58853825,4.9044635,2.14038725,3.118445,7.0
11574,I,1.1375,0.8625,0.2625,14.7133905,7.04485075,2.87747425,3.40194,7.0
11575,M,1.5875,1.2875,0.3875,35.19590425,17.98775775,7.32834575,9.63883,9.0
11576,I,1.1,0.8625,0.3,12.74310025,5.59902625,2.50893075,3.33106625,7.0
11577,I,1.0625,0.825,0.25,10.2908685,4.49339575,1.8427175,2.9766975,9.0
11578,I,0.9625,0.7,0.225,5.5848515,2.26796,1.23320325,1.7860185,7.0
11579,F,1.4,1.125,0.4,24.36639525,11.0846545,5.03203625,7.7961125,9.0
11580,I,0.9625,0.75,0.25,8.17883075,3.44446425,1.927766,2.6932025,7.0
11581,M,1.4375,1.1875,0.35,24.720764,10.8578585,4.52174525,7.35669525,9.0
11582,F,1.2875,0.9625,0.325,20.6667855,9.96484925,4.3941725,5.6699,9.0
11583,F,1.575,1.2125,0.4125,30.1922175,14.21727425,6.64795775,8.9300925,10.0
11584,F,1.675,1.3375,0.4375,48.874538,17.9452335,10.70193625,13.891255,15.0
11585,I,0.85,0.625,0.225,5.82582225,2.26796,1.11980525,1.5592225,7.0
11586,M,1.375,1.1,0.375,23.79940525,10.70193625,4.60679375,6.0951425,8.0
11587,I,1.1375,0.875,0.325,14.55746825,5.88252125,3.58621175,4.3941725,9.0
11588,I,0.75,0.5375,0.1875,3.27436725,1.474174,0.72291225,0.9922325,6.0
11589,M,1.8,1.375,0.5125,53.6089045,26.80445225,10.4042665,14.38737125,13.0
11590,F,1.425,1.2125,0.4125,28.98736375,11.75086775,6.36446275,8.50485,9.0
11591,M,1.4125,1.125,0.375,26.23746225,10.6877615,5.00368675,7.200773,9.0
11592,F,1.3375,1.0375,0.3875,26.97454925,9.36950975,6.19436575,7.654365,15.0
11593,M,1.5125,1.1875,0.4,30.107169,14.628342,6.917278,7.654365,10.0
11594,M,1.6125,1.2125,0.4375,41.8722115,18.83824275,8.37727725,10.77281,9.0
11595,M,1.4375,1.0625,0.4,26.26581175,10.6877615,5.0745605,8.221355,13.0
11596,I,0.875,0.6625,0.1875,5.65572525,2.041164,1.4458245,1.984465,7.0
11597,M,1.325,1.0125,0.325,20.41164,8.3064035,4.01145425,5.6699,9.0
11598,F,1.425,1.125,0.375,28.8314415,13.2959155,6.25106475,6.80388,8.0
11599,I,1.325,1.025,0.325,18.75319425,8.391452,3.98310475,5.953395,9.0
11600,M,1.2625,1.0125,0.3125,19.901349,11.15552825,3.6570855,5.386405,8.0
11601,F,1.375,1.1,0.35,24.777463,11.3398,4.7910655,6.80388,8.0
11602,F,1.2625,1.0,0.375,20.9502805,8.164656,4.89028875,7.654365,14.0
11603,M,1.5125,1.1625,0.375,28.70386875,12.23280925,6.53455975,9.07184,11.0
11604,F,1.5875,1.2625,0.4125,35.096681,16.499409,7.3425205,9.07184,11.0
11605,I,1.25,0.9625,0.3875,15.6772735,6.8322295,3.6003865,4.40834725,9.0
11606,M,1.5375,1.1875,0.4,32.9137695,15.06775925,6.2652395,8.9300925,9.0
11607,M,1.6,1.2875,0.4125,36.0322145,14.50076925,8.0229085,9.7805775,11.0
11608,M,1.5,1.2125,0.35,27.8675585,11.15552825,6.860579,9.4970825,13.0
11609,I,1.3,1.0375,0.3125,18.71067,8.561549,4.3941725,4.9611625,9.0
11610,F,1.125,0.9125,0.3375,15.43630275,6.6054335,3.3735905,4.1106775,10.0
11611,F,1.225,0.9625,0.3,14.7700895,6.6054335,2.721552,4.252425,8.0
11612,I,1.0,0.7875,0.2875,8.8733935,3.7137845,2.33883375,2.6365035,6.0
11613,F,1.425,1.125,0.375,29.95124675,13.16834275,7.654365,7.654365,10.0
11614,F,1.475,1.15,0.375,28.81726675,10.77281,6.59125875,8.3631025,11.0
11615,I,1.2875,0.9875,0.3,18.92329125,9.2135875,3.95475525,3.95475525,8.0
11616,F,1.4625,1.1375,0.3375,26.46425825,13.4660125,5.23048275,6.23689,9.0
11617,F,1.45,1.1625,0.4,29.596878,11.72251825,6.25106475,8.15048125,14.0
11618,M,1.5625,1.2,0.4,29.8520235,14.35902175,6.64795775,8.50485,12.0
11619,F,1.4125,1.1,0.4375,27.839209,13.11164375,5.8683465,7.5126175,9.0
11620,I,1.125,0.8375,0.2625,12.68640125,6.5487345,2.5231055,3.40194,8.0
11621,F,1.1,0.85,0.275,12.9557215,4.9611625,2.9199985,3.685435,12.0
11622,M,1.2125,0.9625,0.3125,16.51358375,7.10154975,3.81300775,4.9611625,8.0
11623,I,1.2375,0.95,0.3,18.27125275,8.7599955,3.86970675,4.819415,9.0
11624,F,1.525,1.225,0.375,32.545226,15.1102835,6.463686,9.07184,9.0
11625,M,1.2625,1.0,0.3375,18.75319425,7.32834575,3.78465825,6.80388,10.0
11626,F,1.75,1.45,0.5,50.632207,27.1871705,10.19164525,12.20445975,12.0
11627,F,1.5625,1.225,0.4125,31.18445,12.34620725,7.10154975,8.788345,9.0
11628,I,1.025,0.8125,0.225,9.19941275,4.32329875,1.814368,2.9766975,6.0
11629,I,1.175,0.9125,0.25,13.53688625,6.98815175,2.5231055,3.21766825,6.0
11630,I,1.5125,1.175,0.3875,28.7180435,13.08329425,5.726599,9.2135875,10.0
11631,I,1.2875,0.9625,0.275,17.7184375,9.25611175,3.58621175,5.2446575,8.0
11632,M,1.5625,1.25,0.4125,36.230661,16.329312,6.67630725,8.788345,11.0
11633,F,1.3625,1.075,0.35,20.97863,8.23552975,4.32329875,6.6621325,10.0
11634,F,1.75,1.4125,0.4375,52.219779,22.04173625,11.60912025,12.40290625,11.0
11635,M,1.4625,1.15,0.3875,24.9192105,10.2341695,4.422522,7.2291225,12.0
11636,F,1.4,1.0625,0.375,26.08154,8.3064035,5.79747275,10.77281,14.0
11637,M,1.5625,1.25,0.3875,37.83240775,16.839603,9.05766525,9.4970825,11.0
11638,I,0.925,0.7125,0.25,6.30776375,2.65067825,1.31825175,2.1262125,7.0
11639,I,1.425,1.15,0.3375,22.736299,10.19164525,4.7343665,7.2291225,10.0
